,歌詞
0,家にはひとりで帰りますあたしには鳥が4羽ついてるので家には納豆が有りますあたしにはグリコゲンがあるし　驚きなのは地下鉄のレール素敵な貴方をたたえますあたしにはとりえなんて無いですので素敵な赤色のボトムスあたしには少し似合わないし　驚きなのは空色のカーテンあたしの脳のなかで麻薬物質はとめどなくとめどなく排出されゆきあたしはひたすら、だ液を吐き捨てる密やかな密やかな行為に専念していましたあたしの頬が赤く染まりゆく中で高らかな高らかな貴方の声を聞きあたしはひたすら目をつぶって昔の密やかな密やかな夢を見続けあたしの脳のなかで麻薬物質はとめどなくとめどなく排出されゆきあたしはひたすら、だ液を吐き捨てる密やかな密やかな行為に専念していました
0,挨拶のない手紙を書き損じたまま大事にしたい折目が嵩張っていく綯い交ぜの念僕は埋め尽くしたものの相変わらず君へ送れず仕舞いふしだらな世界を縫って引き合うようにふたりは野性を有しているねえ如何して今会えないでいるかを教えて欲しいよ声が聴きたいよ知っていたんだ前に云っていたね君にとっては沈黙だけが正しいと最初の出会い遥か秋空を思い返せば内緒の願いもじき片付いていく分かたれた未来の今日が割り出す過去ひとりじゃ野性を無くしそうねえ如何して今会いたくなったかを考えて欲しいよ顔が拝みたいよ憶えているちょっと泣いていたね僕にとっても沈黙だけは正しくて真相なんて何時だって物音一つしないしじま一点に宿っているんだそう「生きている」と言う絶望こそが君と僕とを結わえている野性さあかつての少年少女等は分厚い諂いを着込んでいるころでしょうああ冷えて来た思い出してしまうのは君の無言の吐息の白さ／潔さ
0,毎日　襲来する強敵　電話の電鈴(ベル)追つては平穏なる感度を慾するのさ高速　渋滞とは云つても低速だらう真理と　相反する條理に従服姿勢何も善いと思へない　余り憤慨もしない今日は何曜日だつた？　然(さ)して問題ぢやないか…嗚呼　痛い思ひをしたいのに興味や関心を奪ふ程　合ふ辻褄或いは交(まぐは)ひを以て営むで…なんて目論むでゐないか統御(コントロール)して頂戴　退屈が忌々ましい銀座線終電何時？　然(さ)して問題ぢや無いか…嗚呼　機械になつちやひたいのにねえ好きつて何だつけ思ひ出せないよ
0,毎日襲来する強敵電話のベル追っては平穏なる感度を欲するのさ高速 渋滞とは云っても低速だろう真理と相反する条理に従服姿勢何も良いと思えない余り憤慨もしない今日は何曜日だった?然して問題じゃ無いか―嗚呼 痛い思いをしたいのに興味や関心を奪う程合う辻褄或いは目合いを以て営んでなんて目論で居ないか操作して頂戴退屈が忌ま忌ましい銀座線 終電何時?然して問題じゃ無いか―嗚呼 機械になっちゃいたいのにねぇ“好き”って何だっけ?思い出せないよ…思い出せないよ何も良いと思えない余り憤慨もしない今日は何曜日だった?然して問題じゃ無いか操作して頂戴退屈が忌ま忌ましい銀座線 終電何時?然して問題じゃ無いか何も良いと思えない何も良いと思えない何も良いと思えないねぇ“好き”って何だっけ?
0,余りの暑さに目を醒ましさっき迄見ていた夢の中東西線はあたしを乗せても新宿に降ろしてくれなくて辿り着けない此処に欲しい腕や髪や首筋貴方の嫌う生温い雨に濡らされてゆく貴方に降り注ぐものが譬え雨だろうが運命だろうが許すことなど出来る訳ない此の手で必ず守る側に置いていて天気予報が外れてばかりの毎日が見させた嘘の闇高揚も時めきも溜め息も消耗しやがて失くなりそうで招きたくない空々しい土の香や向日葵のすぐにも迎う馨(かぐわ)しい絵画と化する日など貴方を知り尽くすことが譬え　可能だろうが不可能だろうが満たされる日が来る筈もない身体が生きている限り側に置いていて貴方に身を委(まか)すことが譬え　危険だろうが安全だろうが留め金などが在る筈もない全て惜しみなく挙げる貴方に降り注ぐものが譬え　雨だろうが運命だろうが許すことなど出来る訳ない此の手で必ず守る側に側に置いていて
0,Yes I'm lonely wanna dieYes I'm lonely wanna dieIf I ain't dead alreadyOoh girl you know the reason whyIn the morning wanna dieIn the evening wanna dieIf I ain't dead alreadyOoh girl you know the reason whyMy mother was of the skyMy father was of the earthBut I am of the universeAnd you know what it's worthI'm lonely wanna dieIf I ain't dead alreadyOoh girl you know the reason whyThe eagle picks my eyeThe worm he licks my boneI feel so suicidal Just likeDylan's Mr. JonesLonely wanna dieIf I ain't dead alreadyOoh girl you know the reason whyBlack cloud crossed my mindBlue mist round my soulFeel so suicidalEven hate my rock and rollWanna die yeah wanna dieIf I ain't dead alreadyOoh girl you know the reason why
0,どんなに美味しく高価なお酒が有ったって今日迄怠惰に過ごして居ちゃ味も判らないどんなに要領(カシコ)良く硬貨を動かして居たって対話が演技じゃ興味が湧かないってもんよ女(オンナ)だって男(オトコ)だって実直なほうが美しいわかっているくせに眉根をひそめる人は誰もここには居ない徒党を組んで居たり太って居る時は叱ってこと切れる瞬間(トキ)まで何時も成長をしたいよ芯(ハート)だって筋(コトバ)だって柔らかい事は難しいこたえているくせに毎度根を詰める君の微笑んだ皺がキレイ身体ごと使い切って孤独の極みを視よう嫌われて御出でよ向かい風、乾杯!帰れない、今日は帰れない独りぼっち“同志”きっと又逢えると笑ってよそれを糧に生きるさ君が生モノだから
0,新宿のカメラ屋さんの階段を降りた茶店はジッポの油とクリーム　あんたの台詞が香った云ったでしょ？「俺を殺して」今日は特別に笑ってばかりのあたしは丁度さっき一度夢で死んだあんたを仕方無く愛すどうか　見捨てたりしないで洗って　切って　水の中呼吸器官は冒されるあたしが完全に乾くのいまきちんと見届けて磨いて　裂いて　水の中無重力に委(まか)されるあたしが完全に溶けたらすぐきちんと召し上れあんたが目の前で絶えて嗚咽を止められなかった何だか浮世の全て恋しくて堪らなかったあんな夢を見させないで甘い匂いに汚された御留守になっていた守備部隊あたしが完全に乾くのいまきちんと見届けて赤い嘘に汚された自分で吐(つ)いて傷を見たあたしが完全に溶けたらすぐきちんと召し上がれ退屈なんか怖れていないどうして二人は出会った？
0,in a cafe just a little down the stairsfrom a city shop selling cameras and thingsi smelled your lighter oil mixed with cofee and creman odor still lingered from the lines you gave meyou said it did not you? “just do it kill me”today is a day that in particulari seem to be smiling and laughing quite a loti just had a dream and in it you had diedand i had no choice then but to love youdo not think to abandon or ever leave meso wash me cut me i am underwatermy lungs and breathing are quite affectedplease watch me closely and do check to seei dry out completely i dry through and throughcome shine me tear me i am underwaterrelying completely on zero gravityand when I do melt down entirely immedeatelybon apetitit was you who was dying there right in front of meand i could not stop the tears i could not hold them inall of the little things of this little worldare so very dear to me it hurts to think of themoh do not make me have those kind of dreams againa scent so sweet that it got me dirtythe troops to protect me were out on patrolplease watch me closely and do check to seei dry out completely i dry through and througha lie so big that it got me dirtyas soon as i said it a wound opened upand when i do melt down entirely immediatelybon appetiti am not afraid of a little boredomwhy did the two of them ever chance to meet?
0,"Love is blindLove is only sorrowLove is no tomorrowSince you went awayLove is blindHow well I rememberIn the heat of summerPleasure, winter fadesHow long will it takeBefore I can't rememberMemories I should forget?I've been burningSince the day we metLove is blindLove is without a mercyLove is now you've hurt meNow you've gone awayLove is blindLove is no horizonAnd I'm slowly dyingHere in yesterdayIn the morning wakenTo the sound of weepingSomeone elseShould weep for meNow it's overLover, let me beLove is blindLove is your caressLove is tendernessAnd momentary painLove is blindHow well I rememberIn the heat of summerPleasure, winter fades"
0,あんなにも大切だったブラウスもこんなにも可愛らしい帽子すら床に散らばって居る一人で呟く「汚いな」そんなにも大変な顔で見ないでよこんなにもやり切れない気持ちすら窓に貼りついて居る一人で呟く「危ないな」あたしのリモコンは何処？あの日のカツァリスをいまあたしはひたすらに只求め続けるのにどんなに考えたって見つからないこんなにもリフレインがしつこくも耳を支配したがる一人で呟く「騒さいな」あたしのリモコンは何処？アコギのイントロを今あたしはひたすらに只求め続けるのに
0,"谺(こだま)している　またキミのコヱが谺してるオレの好みの化粧(メイク)が邪魔してるキミの虚ろな素顔(フェイス)を探してる淡いシャドウの奥の瞳は何色?答えはいつも玉虫色イッツ・ショウ・タイム　晒すぜ正体未知の実りに御招待きっと憶えらんないでしょ特徴なんてこれっぽっちも無い私の名ならば女それ以上でも以下でもない太陽が移ろうより早い君の調子(コンディション)を喰らい変貌を遂げてあげるハヤッている季節限定堕落してる　またキミはコイに堕落してるオレの好みの服(ドレス)が隠してるキミのイビツな曲線(カーブ)科学してるまるで素体のままの着せ替え人形水から水へさまよう人魚流れたフリして流してるキミの気配を察してるもう忘れてしまったんでしょ剥いだ裸の素材君が造った女今じゃ会ったってハヤらない感傷が誘なうより早い私の気分を喰らい代用を仕立て上げてさようなら名プロデューサー女の…私に個性は要らない名前…は一つでいいこれ以上要らないWell you design the vogue, I just rideAll you think is win, it makes me cryYou play the hero in wars you startAnd I shed a tear from one blind eyeWhile you define the vogue, I just sighImmortality's not worth my timeYou crave the kisses of idol loveAnd I shed a tear from one blind eye川のように Flow Flow Flow風のように Blow Blow Blowそれぞれの延長線上　共に Flow Flow Flow川のように Flow Flow Flow風のように Blow Blow Blow交わらぬ平行線上　永遠(とわ)に Flow Flow Flow!!!"
0,わたしのなまえをおしりになりたいのでしょうでもいまおもいだせなくてかなしいのですはたらくわたしになづけてくださいおよびになってどうぞおすきなように5がつにはなをさかす　わたしに　にあいのなをあけびがひらいたのはあきいろのあいずでしょうきせつがだまってさるのはさびしいですかなみだをふいてかおをあげてくださいほらもうじきわたしもみをつくりますふゆにはみつをいれて　あなたに　おとどけしますわたしがあこがれているのは　にんげんなのですないたりわらったりできる　ことがすてきたったいまわたしのながわかりましたあなたがおっしゃるとおりの「りんご」ですおいしくできたみからまいとしおとどけしますめしませつみのかじつ
0,愛に罵倒　夕日で皺ツアー位逢わず　没頭左派「吾ハ駝鳥捕ヘツ…」そう云う敵がデトロイト２ラヴァー油捨てライター誘惑そっくり編む女子多忙鬼よ無心さあ　耐えざる理に十円大跋語なる“ミ” “ファ”美肌辛い飛び利売を問う柳眉仏徒寝坊受難バッハどう？タイプ？…廃忘…
0,暖かい砂の上を歩き出すよ悲しい知らせの届かない海辺へ君がいなくても太陽が昇ると新しい一日の始まり今日選んだアミダくじの線がどこに続くかは分からない怠け者な私が毎日働く理由ああ　両手に空を　胸に嵐をああ　君にお別れをああ　この海辺に残されていたのはいつも置き手紙ああ　夢の中でも　電話越しでもああ　声を聞きたいよああ　言葉交わすのが苦手な君はいつも置き手紙忙しいと連絡たまに忘れちゃうけど誰にだって一、二度はあること今日話した年上の人はひとりでも大丈夫だと言ういぶかしげな私はまだ考えてる途中ああ　花に名前を　星に願いをああ　私にあなたをああ　この窓辺に飾られていたのはいつも置き手紙ああ　少しだけでも　シャツの上でもああ　君に触れたいよああ　憶えている最後の一行は「必ず帰るよ」ああ　安らぐ場所を　夢に続きをああ　君に「おかえり」をああ　この世界のどこかから私も送り続けるよああ　夢の中でも　電話越しでもああ　声を聞きたいよああ　言葉交わすのが苦手なら今度急にいなくなる時は何もいらないよDis moi que jamais tu ne me quitterasD'un coup tu t'en vas pour toujoursJe me demande ce qui ne va pas注意：アーティストの解釈により一部歌詞がオリジナルとは異なります。
0,ずらかりたいよおさらば面倒はいやだあやかりたいようるわし文明はいいな一体いくら掛かるの気持ち良い生活までとても間に合わない身体と時間が‥無い浮かばれたいよいずれは頑張ってるって明け暮れたいよいますぐ天職はなに?一体何時つながるの止め処ない充足まで仕合わせになりたいだれか肋けて頂戴!したいことだけしてたい痛いのは余り好きじゃない期待通りに思惑通り夢を叶えて乗り込みたいよおしらす公平にどうぞ手を組みたいよお偉がた鞭撻をどうぞ一体何処で買えるの初回投資よろこんで相殺ラクしておトク美味しい薔薇色人生したいことすら知らない辛いのは余り堪えられないからい毒にあまい薬盾と矛あっちを立てりゃこちらが嫌いな相手にも好かれたい事情を呑んでいる間に生涯費やしそうでしたいこと見付からないなげいては恰好付かない怒ったように慎め口上は見ないぜしたいことだけしてたい悪いのは何奴だ顔見せな始終くだを巻いていてもお願い夢を見させて
0,その眼差しがほら雲を動かし鼻唄は今陽を照らさせる貴方さえ居なきゃこの深くて大きい孤独と欠落は嗚呼‥知らずに済んだNu part pas!!Car Je t'aimeその微笑みがほら花を開かせ溜息は今実を熟れさせる貴方さえ居なきゃこの狭くて重たい偏執と敗北は嗚呼‥知らずに済んだNu part pas!!Car Je t'aimeJe te veuxTu es tout ce que je n'ai pasTu es mon amour
